ID,Position,Scouting Report Sentence(s),Race
48,G," Leans into contact, leaving his feet behind,  Heavy legged in space,  Physically unable to make adjustments in attempting to block moving targets,  Waist-bender as drive blocker,  Will have issues protecting gaps with lateral slide quickness",NW
48,G," Recovery against twists will be very challenging for him,  Punch placement is a little erratic,  Grabby when he panics,  Missing snap quickness for reach blocks,  Very limited range as one-on-one pass protector",NW
49,WR,"Gets off the snap in a hurry,  Races to top speed and maintains it through the route,  Keeps route intentions on private mode,  Talented in manipulating coverage out of position,  Sudden with smooth acceleration into speed cuts",NW
49,WR," Above-average play strength for his size,  Built for option routes,  Operates with clear understanding of route leverage,  Plays like running back with ball in his hands,  Instinctive reading field and creating yards after contact",NW
49,WR," Posted 12 catches for 170 yards and two TDs against Ohio State in 2018,  Team guy who is appreciative of hard workers,  Capable of handling return duties coming into the league,  Lacks desired game experience,  Stronger cornerbacks can slow him at top of the route",NW
49,WR," Short arms and needs throws put on top of him,  Focus drops have been an issue in the past at times,  Needs to take better angles working back to the ball in traffic,  Average in contested catch matchups,  Decelerates when turning head to find ball downfield",NW
50,EDGE,"Built like a superhero with a broad chest, thickly muscled arms and a tapered waist,  Humble teammate with tremendous football character,  First freshman in Kirby Smart era to be named a team captain,  Aggressive play demeanor has NFL starter written all over it,  Charges into pulling guards like a battering ram, stopping them dead in their tracks",NW
50,EDGE," Very good upper-body twitch and strength to unhinge and shed blocks,  Contact balance to absorb blocks and maintain his base,  Lightning-quick playing off blocks and making athletic tackles,  Gifted change-of-direction to follow flow of the play,  Juice to chase down perimeter runs",NW
50,EDGE," Will alter rush tempo to lull tackles to sleep,  Power chop and swivel hips to grease and flip the edge, "" Leverage and power to capture and collapse a tackles edge"",  Booming closing burst helps him demolish quarterbacks,  Has reps dropping and covering tight ends and running backs",NW
50,EDGE," Strong but undersized to be setting hard edges, "" Doesnt play with desired knee bend to help him anchor"",  Will need to get off centered blocks more quickly,  Limited go-to moves as a rusher,  Gives away rush plan prematurely",NW
50,EDGE," Rarely threatens tackles with quality counters,  Relies primarily on a stuff-and-run attack to try to find the edge,  Will alter rush tempo to lull tackles to sleep,  Gifted change-of-direction to follow flow of the play,  Booming closing burst helps him demolish quarterbacks",NW
51,OT,"Three-year starter,  Excellent bend and flexibility,  Leverage and hand strength to stick and sustain on inside zone,  Looks great in space and moves like a big tight end,  Alters speeds to stalk and strike on second and third levels",NW
51,OT," Athletic tools to find his way in pro rushing attack,  Above-average foot agility on inside slide,  Hands are quiet and punch-ready,  Showed better play strength in 2020,  Hand fighting has been refined over the years",NW
51,OT," Decent job of flat-backing through his punch,  Average fire off the ball and into his block,  Asked to do a lot of basic wall-off blocking,  Too segmented in climbing on work-up blocks,  Not a people mover or consistent finisher as drive blocker",NW
51,OT," Lets his balance get away from him in recovery mode,  Relies on upper-body strength over positioning to secure reach blocks,  Leaves arms and hands out too long for rushers to attack,  Would benefit from more varied pass-set approach,  Mechanical pass sets will be tested against NFL rush technicians",NW
52,LB,"Rare level of explosiveness, speed and agility,  Moves around the field like a loose-hipped running back,  Plays both fast and physical,  Sudden lateral movements to slip blocks and find his meal,  Speed allows him to play past climbing blocks",NW
52,LB," Range to challenge outside runs and perimeter throws is elite,  Fluid change of direction in pursuit while maintaining speed,  Hunts the football with extreme aggression and turned-up motor,  Run-through hitter with no brakes into contact,  Forced five fumbles and recovered four over last two years",NW
52,LB," Twitchy trigger rockets him downhill to attack behind the line,  Traits to succeed as high-impact blitzer, "" Heat-seeking missile once hes inside the pocket"",  Can cover tight ends, running backs and some slot receivers,  Body type is caught between safety and linebacker",NW
52,LB,""" Doesnt play with linebacker fundamentals yet"",  Inconsistent instincts to dissect what offense is doing,  Taking on blocks can be a chore for him,  Combustible energy causes mistakes in pursuit and tackling,  Gets in too much of a hurry diving downhill",NW
52,LB," Flow to football lacks proper leverage and consistent angles,  Will bypass wrap-up tackle for the big hit,  Inconsistent instincts to dissect what offense is doing,  Body type is caught between safety and linebacker, Rare level of explosiveness, speed and agility",NW
53,OT,"Tucks chin tight to his chest in pass sets,  Quality stiffness in initial punch,  Can be effective with his left-right combo punch,  Able to unlock hips and sink his anchor,  Plays with toughness at the point of attack",NW
53,OT," Fires off the snap with good pad level,  Works with inside hands as his default,  Hand placement helps create movement on down blocks,  Works feet into position laterally before striking on the move,  Solid core power when engaging head-up",NW
53,OT," Practice habits have been questioned by some scouts,  May lack foot quickness to handle NFL speed outside,  Will have trouble redirecting against rush counters,  Opens up and chases at the top of the rush,  Lacks athletic ability for desired recovery",NW
53,OT," Very average lateral quickness to catch cross-face stunts,  Upper body lurches too far forward as run blocker,  Below-average body control and reactive athleticism on second level,  Will have trouble redirecting against rush counters,  Plays with toughness at the point of attack",NW
54,DE,"Outstanding blend of height, weight and length,  Has potential to fit a variety of schemes and alignments,  Already sees benefits from expansive wingspan,  Tape continued to improve as 2020 season wore on,  Offers rush potential from all over the defensive line",NW
54,DE," Swivels hips and shoulders over the top of the block,  Potentially dangerous counter-spin as interior rusher,  Operates with forceful hands to displace the block,  Will become a chore to handle with better upper-body strength,  Operates with force in his hands to displace the block",NW
54,DE," Traits to work quickly around stagnant opponents,  Stabs and swivels around tackle with complete separation,  Formidable block swimmer when aligned inside,  Tore his Achilles this offseason,  Fundamentals and technique are still in development mode",NW
54,DE," Tends to piecemeal the rep together in segments,  Elevated pad level limits potential at point of attack,  Inconsistent edge-setting due partially to shoddy footwork,  Tardy in processing and diagnosing play design,  Top-heavy mover with some balance inconsistencies",NW
54,DE," Active hands need more focus and direction as pass rusher,  Still working on putting his rush plan together,  Average closing burst to the quarterback,  Missed tackles in abundance,  Formidable block swimmer when aligned inside",NW
55,TE,"Two-year team captain who does not lack in self-confidence,  Balanced his time between wing, slot and in-line tight end,  Coveted combination of size and athletic ability,  Former basketball player with quality feet in space for a big man,  Displayed ability to keep one-hand touches alive for the catch",W
55,TE," Big target for chain-moving throws on third down,  Has build-up speed to climb past linebackers into seam,  Highly competitive with ball in his hands,  Smooth in space and stacks downhill yards after the catch,  Pummels tacklers with phone pole stiff-arm",W
55,TE," Has size and blocking potential to become a true Y tight end,  Makes impressive athletic recoveries and finishes blocks,  Can improve his angles as a blocker,  Needs better first-engagement pop,  Inconsistent footwork to sustain second-level blocks",W
55,TE," Slowed by physical coverage,  Needs to clear clingy defender at the top of the route,  Average quickness to separate on lateral route breaks,  Inconsistent catch focus to finish in traffic,  Can do a better job of putting defenders on his hip and out of the catch",W
56,WR,"Averaged 21, 8 yards per catch over his last 74 catches,  High school sprint and long-jump champion,  Scored touchdowns of 72, 76 and 85 yards in 2020,  Scary burst for quick vertical separation if punch is whiffed",NW
56,WR," Rapid foot turnover through the route,  Maintains good tempo through the route,  Able to plant and cut at fairly crisp angles,  Timing getting to full extension to make high-point catch,  Big time catch-and-run talent with instant burst to hit the home run",NW
56,WR," Ability to stretch defense from the slot,  Averaged 27, 5 yards per return with a touchdown as kick returner in 2020,  Ran a very simple route tree,  Bumped off track inside five yards",NW
56,WR," Hip tightness prevents quick sink-and-open,  Average acceleration in restart once he slows his feet,  Geared down route speed telegraphs underneath route,  Needs to sell deeper, more committed route fakes,  Ball tracking and ball skills miss the mark",NW
56,WR," Drop rate and catch focus has been an issue for him,  Unable to catch through crowding consistently enough, 5 yards per return with a touchdown as kick returner in 2020,  Scored touchdowns of 72, 76 and 85 yards in 2020,  Needs to sell deeper, more committed route fakes",NW
57,WR,"Brings legitimate deep-ball danger to the field,  Breakaway speed as home-run hitter with a stack of long TDs to his name,  Touchdowns of 50-plus yards are piled high during his career,  Multiple touchdowns on pop pass (jet sweep),  Shows ability to slam brakes and open quickly on comeback routes",NW
57,WR," Easy separation burst from his turns,  Hits second and third gear on post routes,  Above-average awareness and footwork near boundaries,  Had to leave some production on field due to quarterback play,  Over-the-shoulder ball-tracking talent",NW
57,WR,"  All skin and bones on spindly frame,  Falls well-below size standards even for a slot,  Lacks committed effort working into the middle of the field,  Below-average adjusting routes to traffic and redirection attempts,  Can improve working to softest spots of zone for his quarterback",NW
57,WR," Poor play strength to create enough contested catch space,  Will struggle to secure the catch through contact,  Needs to play to his best speed on a consistent basis,  Very little special teams background,  Easy separation burst from his turns",NW
58,LB,"Very tough with a physical edge,  Plays with demeanor teams look for in the middle,  Field-savvy with instincts to diagnose misdirection,  Identifies and communicates,  Heavy hands with good pop to take on blocks",NW
58,LB," Pursues ball-carrier with patience and leverage,  Fluid alterations to his pursuit angles,  Excellent feel for attack timing downhill,  Meets runners with violent collisions in the hole, "" Strikes like hes trying to send a message""",NW
58,LB," Great awareness and ballhawking as spot dropper,  Has enough man-cover talent to play on all three downs,  Thrived on kick- and punt-cover teams early in his career,  Average lateral quickness traps him behind climbing blocks,  Inconsistent to strike and separate from blockers",NW
58,LB," Needs to improve angles to elude box traffic,  Might need to take a few more chances as a pro,  Top-end speed appears below average,  Loses ground when pursuit flows wide,  Below-average lateral agility as open-field tackler",NW
58,LB," Will have to play quicker to deal with NFL slashers, "" Strikes like hes trying to send a message"",  Has enough man-cover talent to play on all three downs,  Pursues ball-carrier with patience and leverage,  Heavy hands with good pop to take on blocks",NW
59,WR,"Expected to be a big-time tester,  Exciting height, weight, speed combination,  Averaged over 104, 4 yards per game in 2020,  Playmaker who averaged a touchdown every four catches over last two years",NW
59,WR," Size to bang on undersized corners down the field,  Strides and separates on go routes,  Quality ball-tracker with second gear to chase it down,  Foot quickness is a plus for being a tall wideout,  Consistently gains ground on coverage on inside routes",NW
59,WR," Has experience outside and as a big slot in LSU offense,  Very wide catch radius,  Able to rescue throws way outside his frame,  Runs with decent toughness after the catch,  Appeared to lack focus and intensity in some 2020 games",NW
59,WR,""" Excellent timed speed but doesnt always play fast"",  Too content in allowing press corners to attack his release,  Uses same stutter-skip setups into stems and breaks underneath,  Fails to crank up quality route fakes to tilt cornerbacks off balance,  Had focus drops in 2020",NW
59,WR," A step slow to get hands catch-ready as slot target,  Allows coverage to crowd him too often,  Needs to do a better job of finishing his routes,  Has almost no special teams experience,  Playmaker who averaged a touchdown every four catches over last two years",NW
60,LB,"Played all three linebacker positions,  Early arm extension to punch and stay clean inside,  Separates and searches for the runner,  Plays quickly off the edge block to make sudden tackles,  Fluid change of direction in space",W
60,LB," Agility and hips for smooth lateral transitions,  Physical striker when he gets them in his sights,  Can match up in coverage with positive results,  Attacks blitz blockers with force and some success,  Versatility to be moved around the field",W
60,LB," Long and thin through hips and legs,  Below-average base to withstand angle blocks,  Will have trouble constricting run lanes with force,  Needs to be quicker shadowing lateral run cuts,  Glued to bigger blockers once they find his frame",W
60,LB," Needs to find consistent angles and position as tackler,  Below-average strength to finish,  Average field flow as spot dropper,  Separates and searches for the runner, Played all three linebacker positions",W
61,DE,"Burly build with heft and power in uppers and lowers, "" Efficient hand fighter whos able to play past initial blocks in edge alignment"", "" Ability to use tackles forward momentum against him"",  Fights over top of back-side cutoffs,  Gets skinny knifing through B-gaps with sudden arm over",NW
61,DE," Punch into full-arm extension is instant,  Rush hands are extremely active and sufficiently violent,  Drives under and through redirect blocks at the turn,  Effective counter spins and can even stack them back-to-back,  Instinctive rush approach with ability to reset mode of attack",NW
61,DE," Moves quickly for a big and hits with heavy thuds,  Lays into quarterbacks, causing fumbles during sacks,  Rush is devoid of desired suddenness off the edge,  Heavy, stomping feet on inside counter,  Lacks lateral quickness/agility for effective twist attacks",NW
61,DE," Tall pad level creates easier punch target on counters,  Occasionally freelances himself out of position in run game,  Blocks stay connected to him once they find his frame,  Tightness hinders change-of-direction movements,  Gets caught up with blocker and misses ball-carrier dashing by",NW
62,C,"Broad and wide with proportional physique,  Mass to match with run-stuffing zero-techniques,  Makes the calls up front,  Processes moving fronts and adjusts work accordingly,  Stays active after contact, looking to improve positioning",W
62,C," Slides feet/hips around defender to seal run lane,  Maintains eye contact with climb-up targets on second level,  Musters quality pop when throwing punch,  Ankle flexion for adequate anchor versus bull rushers,  Widens out broad frame to protect A-gaps",W
62,C,""" Allows defenders hands into his frame too often"",  Plays too straight-legged into block engagement,  Feet are more choppy than drive-oriented through contact,  Average success rate as outside zone blocker,  Inconsistent use of hands to help capture lateral positioning",W
62,C," Needs to maintain better posture in pass sets,  Hands got washed away by active, well-schooled opponents,  Will need to punch and reset to prevent rush leakage at his edge,  Slow reaction time to recover and redirect,  Ankle flexion for adequate anchor versus bull rushers",W
63,C,"Three-year starter and two-year team captain,  Undeniable team leader and tough individual,  Wrestling background is evident in core strength,  Strong hands help maintain base block,  Looks to work hands into position after losing battle early",W
63,C," Swings hips into position to seal the block,  Fluid footwork for short-pull game,  Finishes blocks with good intensity,  Technique to trap and pancake leaning nose,  Hands in punch were tighter and more accurate at Senior Bowl",W
63,C,""" Helps with cleanup when teammates protection gets leaky"",  Capable in recovery mode,  Very short arms for his size, allowing defenders to get shots into his frame,  Longer defenders separate and discard him,  Will give some early ground against strong bull rush",W
63,C," Occasional drift against twisting fronts,  Susceptible against push-pull specialists,  Snap-to-step lateral quickness is average, "" Doesnt generate noticeable push as a drive blocker at point of attack"",  Gets a little grabby through contact on the move",W
64,QB,"* Prototypical size to stand tall and fire from the pocket * Made substantial production gains across the board in 2020, * Enabled team to open up game plan in 2020, * Became the first FBS quarterback in 15 years to post three or more TD passes in nine consecutive games, * Stepped up against Alabama in SEC Championship Game, * Able to pump and reset against baiting coverage",W
64,QB,"* Feels edge pressure and climbs to free space in pocket, * Gets back into passing platform when moving outside the pocket, * Arm strength to whip field-side deep outs with no issues, * Tardy safeties will find a willing challenger over the top, * Talented downfield passer with touch and accuracy",W
64,QB,"* Can attack one-on-ones and place deep throw where it needs to go, * Fairly accurate even when feet are not set Pocket setup is slower and labored,  Footwork gets sloppy and bouncy inside pocket,  Needs to do better at recalibrating optimal targets post-snap,  Will miss blitz recognition and basic reads at times",W
64,QB," Threw into bracketed coverage multiple times against LSU,  Deliberate release will not tolerate slow reads through progressions,  Below-average functional mobility to extend the play, "" Unlikely to improvise and beat defense if hes not well-protected"",  Appeared to favor left knee, affecting follow-through",W
64,QB," Runs targets into traffic and collisions with late-ball delivery, "" Unlikely to improvise and beat defense if hes not well-protected"",  Deliberate release will not tolerate slow reads through progressions, * Enabled team to open up game plan in 2020,  Needs to do better at recalibrating optimal targets post-snap",W
65,SAF,"Possesses pro frame with good overall size and length,  Soft hands and takes aggressive routes on the throw,  Finished college career with 13 interceptions,  Sees and responds to passing game much better as split safety,  Attacks crossing routes like a heat-seeking missile",NW
65,SAF," Quality athlete with good straight-line speed,  Sees development of run quickly,  Urgent demeanor to attack the line of scrimmage,  Not a ""last line of defense"" type of safety,  Impatient and will run himself out of position",NW
65,SAF," Doesn’t play with proper leverage or come to balance quickly enough as tackler,  Needs better navigation of pursuit angles,  Frequently caught up in traffic jams and rub routes,  Throws body around but doesn’t knock runner backward,  Below-average route recognition in man coverage",NW
65,SAF," Aggressiveness exploited by play fakes,  Bogs down through transitions and gets beat deep,  Sees and responds to passing game much better as split safety,  Attacks crossing routes like a heat-seeking missile,  Soft hands and takes aggressive routes on the throw",NW
66,QB,"Four-year starter with growing confidence,  Improved game management and ball placement in 2020,  Touchdown-to-interception ratio jumped from 2:1 to 6:1 in 2020,  Has become willing pocket passer who trusts his protection,  Quiet lower body when working through progressions",NW
66,QB," Delivers most throws from balanced platform,  Alters arm slot to deliver ball around bodies and arms,  Quick, wrist-flick release generates tight spiral with quality zip,  Relatively accurate throwing on the move,  Dangerous zone-read option",NW
66,QB," Able to break the pocket and move the sticks with chunk play scrambles,  Deep throws are often flat and overthrown,  Highly inconsistent in working with anticipation, "" Doesnt consistently make defenses pay for coverage mistakes"",  Shies away from big-play opportunities to take shorter throws",NW
66,QB," Will miss late safety movement indicating incoming blitz,  Defaults to aiming rather than throwing at times,  Just average attacking high-low route concepts,  Inaccuracy and indecisiveness reared ugly heads against LSU,  Completed just 35 percent of intermediate throws outside the numbers (and 26 percent of deep throws outside numbers) in 2020",NW
67,QB,"Highly regarded recruit who might be coming into his own,  Prototypical size for a pocket passer,  Has experience working under center,  Quality footwork creates rhythm as a play-action passer,  Arm talent to challenge Cover 2 windows and rifle deep outs",W
67,QB," Snaps lower half into release, adding to drive velocity,  Throwing motion is buttery smooth and effortless,  Ball comes out with some zip on a tight spiral,  Works with impressive anticipation for an inexperienced quarterback,  Frequently cuts it loose when target is just getting in or out of break",W
67,QB," Squares hips and shoulder as rollout passer,  Releases deep out when receiver is coming out of break,  Can dodge free runner off the edge and collect himself to find a receiver,  Just 11 career starts under his belt,  Surprisingly low touchdown total relative to attempted passes",W
67,QB," Below-average pocket climb and mobility,  Needs to read route combinations and allow them to mature,  Modest operation time to load and fire,  Poor ball placement eliminated touchdown opportunities,  Has a tough time coming off of primary read at times",W
67,QB," Needs to develop eye discipline to hold safeties,  Too willing to fling ball into populated coverages,  Plays with some alarm from pocket when internal clock goes off,  Below-average escapability from pocket pressure,  Below-average pocket climb and mobility",W
68,OT,"Recognizes pre-snap pressure points,  Kick slide is smooth and steady with weight generally inside,  Agile feet and athletic ability to mirror twists and stunts,  Hustles in recovery scrambles to maintain contact with rusher,  Able to get out in space and do some damage in screen game",NW
68,OT," Bursts out of stance as run blocker,  Above-average sense of positioning in run game,  Accelerates feet through down blocks,  Reliable climbing to second level from combo block,  Good block adjustments to sudden movement in space",NW
68,OT," Attitude and demeanor of a finisher,  Keeps driving opponent when he gets block centered,  Highly inexperienced with 15 career starts,  Upper body lacks desired broadness and strength,  Average slide quickness versus speed causes some panic",NW
68,OT," Small wind-up in pass punch opens frame up,  Gets caught on toes and bounced into pocket by power rushers,  Lacks length and power to redirect rushers when they hit his edge,  Loses pad level when making lateral blocks,  Too much forward lean as base blocker",NW
68,OT," Struggles with body control and contact balance at times,  Needs stickier hands and wider base to improve block sustain,  Above-average sense of positioning in run game,  Small wind-up in pass punch opens frame up,  Too much forward lean as base blocker",NW
69,EDGE,"Uses long arms to his advantage,  Motor stays revved at all times,  Rallies hard and fast to the football,  Has ability to rush passer with a hand down or standing,  Workable shoulder flip at the top of his rush",NW
69,EDGE," Lateral trigger quicks are tailor made for tackle-end twists,  Activity level creates secondary sack opportunities,  Flashed dangerous slide-and-swim inside move off the snap,  Violent hitting style causes strip-sacks,  Improved pad level and leverage at point of attack",NW
69,EDGE," Upward strike and arm extension when attacking tight ends,  Starting to feel his potential for quick wins against run blocks,  Will be around the ball and make plenty of tackles,  Consistently slow reaction time off the snap,  Not very twitched up in his movements",NW
69,EDGE," Only one full season as an edge defender,  Allows blockers into his frame in run game,  Struggles with getting off of sustained blocks,  Balance and base are all over the place,  Gets widened out when trying to set a firm edge",NW
69,EDGE," Hip tightness diminish bend when running the arc,  Not very threatening as a pure edge speed guy,  Needs to become quicker and more fluid with rush hands,  Below average dropping and covering,  Upward strike and arm extension when attacking tight ends",NW
70,OT,"Low-cut with big, barrel chest,  Plays with adequate snap quickness and body control,  Accelerates into run blocks with good hip snap into defender,  Good footwork in preparation for climb block,  Hits his landmarks and drives through the block",W
70,OT," Choppy, quick slide steps in pass pro,  Pays attention to maintaining proper base width,  Powerful upper body to punch and lock out,  Has strength to slow edge rush with inside hand,  Finds work and helps his teammates",W
70,OT," Short arms for a tackle,  Not a great bender and is average athlete as a tackle,  Needs to be first with inside hands more often with his punch,  Hard time redirecting weight back inside to catch inside counter,  Occasional waist-bending through mirror needs to be smoothed out",W
70,OT," Oversteps and gets beat inside,  Pad level rises high in lateral movements,  Needs more attention to secure block duties in zone,  Labors to make reactive change of direction at second level,  Short arms for a tackle",W
71,CB,"Combination of size and speed as a nickel,  Operates with effective punch when allowed to press,  Good foot quickness and agility,  Desired short-area burst on lateral transitions,  Very aware of traffic on rub routes and crossing routes",NW
71,CB," Good angles to the football in coverage and post-catch,  Fluidity and feel to trace routes from trail coverage, "" Legit hitter whos able to jar the ball loose on catch attempts"",  Much better tackler in 2020 compared with 2019,  Steps boldly into the action in run support and looks to make tackles for loss",NW
71,CB," Sense of when to wrap up and when to chop out runner’s legs,  Has trouble with overcommitting against release fakes,  Below-average recognition of route combos,  Outruns downfield route phase, losing contact on comebacks,  Could have issues matching with true slot speed",NW
71,CB," Way too many busted coverages,  Inconsistent working from off-man technique,  Doesn’t always feel as long as listed height,  Has trouble with overcommitting against release fakes,  Desired short-area burst on lateral transitions",NW
72,DT,"Broad through chest and thighs with low center of gravity,  Three-for-one big man with power, explosiveness and athleticism,  Operates with desired contact balance and body control,  Moves fluidly with athletic gait in pursuit,  Has potential to become more disruptive if allowed to one-gap",NW
72,DT," Strong base to play through the edge and maintain positioning,  Upper-body turn helps him find the edge,  Harmonious hands and feet to maneuver around protection,  Flashes bull-rush potential when playing the angles,  College rush production is a big plus for him",NW
72,DT," Effectively neutralized by Clemson in 2019,  Started fewer than 20 games,  Strong but sawed-off, with stubby arms,  Slow diagnosis will get him reached by blocks,  Unable to quickly shed and rid blocks due to lack of length",NW
72,DT," Occasionally swallowed by size on double teams,  Limited range to tackle working off of blocks,  Not much secondary rush when initial attack stalls,  Needs to find go-to move for quicker wins as rusher,  Three-for-one big man with power, explosiveness and athleticism",NW
73,DT,"Tapered chest with dense, muscular frame and no bad weight,  Quick and powerful with above-average leverage,  Former high school basketball player with capable footwork,  Lifts with accurate hands and upward thrust into opponent,  Absorbs contact and keeps eyes into backfield",NW
73,DT," Works with quick-win twitch against single blocks,  Play strength to displace block and make a play,  Plants his post leg and battles through the double-team,  Core strength fuels his balance and keeps him on his feet,  Hand slap to cave the edge and find pathway to the pocket",NW
73,DT," Quality secondary rush effort,  Might be caught between positions,  Lack of length and mass could be a concern,  Average first-step quickness up the field,  Effort expended versus big blockers delays his tackle readiness",NW
73,DT," Needs to keep his feet near the ground to keep from getting bounced,  Reach blocks often find him,  Too far off the track when rush is widened out,  Needs to develop a go-to move,  Absorbs contact and keeps eyes into backfield",NW
74,CB,"Elite size and length for the outside,  Has potential for great physical challenges from press,  Experienced in a variety of coverage schemes,  Quick to close and tackle on first- and second-level catches,  Forceful closing through the catch point",NW
74,CB," Tilts jump-ball odds in his favor with physical traits,  Length played major role in swatting passes in 2019,  Makes tackles on a consistent basis,  Centers up, runs and wraps through his target,  Plays off blocks and seals the edge",NW
74,CB," Will get turned around by average route-runners,  Declares and opens hips too early in press,  Grabby in coverage when he gets behind,  Route recognition and reading quarterback are a work in progress,  False steps at the top of his drop from off-man",NW
74,CB," Narrow base in space creates bumpy transitions to shadow route breaks,  Needs to keep pads under his feet when changing direction,  Very average burst to the football,  Needs to find the ball sooner when face-guarding,  Undisciplined at times when supporting run near the line",NW
75,DT,"Experience playing every position along the defensive line,  Plays with disruptive energy and consistent forward movement,  Bursts out of stance and is usually into blocker first, "" Shoots lifting hands into blockers shoulders for early leverage"",  Keeps eyes planted on ball-carrier throughout block engagement",NW
75,DT," Hands are smooth, accurate and effective at winning battles,  Always hunting for gaps and edges,  Non-stop effort and will keep working until he leaks through,  Plays with excellent pad level with ability to dip under redirection,  Bends and corners directly toward the quarterback",NW
75,DT," Body type feels like it is caught between positions, "" Isnt going to push NFL offensive linemen around"",  Urgent pass rush lacks focus and control,  Gets ahead of himself and rarely sets up his counters,  Will end up on the ground too often",NW
75,DT," Knocked around while doing battle at point of attack,  Not able to rid himself of blocks very quickly,  Bursts out of stance and is usually into blocker first,  Non-stop effort and will keep working until he leaks through,  Gets ahead of himself and rarely sets up his counters",NW
76,CB,"Tall, angular body type with intimidating length,  Size and strength to beat up the press release,  Short-area footwork to phase up on comeback routes,  Plays with leverage to limit options for receivers,  Flashes second-gear burst to close out throws on all three levels",NW
76,CB," Recognizes route timing like a receiver,  Loves to crowd and clog the breakpoint underneath,  Posted eight interceptions and 30 other passes defended over just 22 games,  Timing at the catch point is top notch,  Active, attacking hands ruin catch chances",NW
76,CB," Plays ball over man and plucks it away from his frame with soft hands,  Ability to recover downfield can be impressive,  Saw game action in just two seasons,  Movement can be upright and segmented in space,  Has some minor stall when trying to drive forward from top of his drop",NW
76,CB," Narrow hips in transition gives away some ground to wideouts, "" Doesnt have desired stop-start acceleration"", "" Had a rough day against double moves by UCFs Gabriel Davis in 2019"",  Fails to play with consistent route phase and positioning at times,  Body control and balance get away from him at times",NW
76,CB," Gives offenses too many big-play opportunities,  Flies in at full speed, causing whiffs as tackler,  Needs to retool and reschool for run-support duties,  Timing at the catch point is top notch,  Narrow hips in transition gives away some ground to wideouts",NW
77,WR,"Nearly 70 percent of his catches went for a first down,  Uses pad and hip sink for quicker breaks,  Will give what he gets against physical corners inside route,  Comes out of turns with tight angles,  Partitions defender away from the catch point",NW
77,WR," Catches the point of the football with adequate hand extension,  Works to maintain field leverage for bucket throws to the boundary,  Has ball-tracking and body control of an NFL wideout,  Graceful and fluid in mid-air,  Settles into favorable angles for his quarterback versus zone",NW
77,WR," Built and skilled for contested catches,  Beat up UGA cornerbacks for 27- and 36-yard touchdowns over the top, "" Production doesnt always match the tape"",  Never hit 500 receiving yards or five touchdowns in a single season,  Only one career game with 100-plus yards receiving",NW
77,WR," A little slow firing up the field off the snap,  Will wear press coverage for the first five yards, "" Burst out of breaks doesnt create much separation"",  Pro cornerbacks will be able to stay in phase with deep routes,  Slow finding run-after-catch acceleration",NW
78,LB,"Good combination of speed and athleticism from second level,  Above-average lateral burst to bound with play flow,  Tackle-stacker averaging nearly 10 per game over two seasons,  Wowed with his toughness to switch from quarterback to linebacker,  Willing to dive down inside the hole and bang with lead blocks",NW
78,LB," Even when instincts fail him, grit and his engine can bail him out,  Finds his way to the football even after an early block,  Instant pursuit trigger to capture and tackle to the perimeter,  Absolutely no hesitation to run right through his tackle targets,  Drives full body into ball-carrier and wraps up",NW
78,LB," Able to close distance quickly in coverage,  Below-average size and strength,  Might have to work overtime to keep his weight up,  Durability concerns due to hard-charging playing style,  Struggles to fight back against wash-down blocks",NW
78,LB,""" Doesnt have fully formed linebacker instincts"",  Still learning angles of attack against blocking schemes,  Struggles diagnosing mesh-point and following where ball is headed,  Can squeeze coverage a little tighter from zone,  Gets charged up and overflows the action",NW
79,EDGE,"Long-limbed with quick twitch,  Fluid and flexible in his movements,  Ramped up his production over the last two seasons,  Early arm extension to meet block and keep frame clean,  Aggressive shed technique to unglue and tackle",NW
79,EDGE," Explosive closing burst nabs runners and quarterbacks from back-side pursuit,  Decent strength at point of attack against tight ends,  Varies his rush tempo,  Basketball feet help him dart around the edges,  Able to dip and run the edge",NW
79,EDGE," Leverages long-arm bull rush to push tackles back into pocket,  Needs to set firmer edges with improved lower body strength,  Tackles can bounce and widen him off the edge,  Below-average results against Charlotte in 2019 bowl game, "" Needs stronger hand chop to alleviate tackles hand control when he rushes""",NW
79,EDGE," Issues maintaining base/balance when redirected around the edge,  Spin counter is awkward and ineffective,  Same basic rush approach with limited skill level in his hands,  Very little coverage or special teams background,  Average strength as a tackler",NW
80,SAF,"Punches and separates from tight ends at the line scrimmage,  Frame to play down safety or Will linebacker,  Fits up into gaps and clouds the running lane,  Makes himself wide as tackler with a spider-web radius,  Matches tight end release with good lateral footwork",NW
80,SAF," Size to body and crowd seam-running tight ends,  Good awareness of route development from the post,  Locks in on primary target if quarterback gets lazy with his eyes,  Quick to recognize downfield throw and peel off his coverage,  Can come into the league as a core special-teamer",NW
80,SAF," Aggressive response to play-action is an issue,  Not very instinctive in sniffing out the play design,  Coverage can be frenetic in man to man,  Feet stuck in neutral when forced into stop-start,  Change-of-direction fluidity is very average",NW
80,SAF," Delays in his transitions laterally and downhill,  Timing to open and run with the route needs improvement,  Needs better take-on technique as box defender,  Will out-run tackle positioning rather than coming to balance,  Size to body and crowd seam-running tight ends",NW
81,TE,"Picks up his play speed as route progresses,  Able to attack the seam and potentially all three levels,  Uses hand fighting to clear handsy coverage at top of the route,  Made first downs on 60 percent of his catches in 2020,  Gains some separation out of his turns",W
