ID,Position,Scouting Report Sentence(s),Race
497,OT,Negativ OvrstFinishPositiv Increas IndAdjStrong Active Fetch IAV TrnGain,W
498,G,Positiv Affil Strong IndAdjPositiv Pstv Active Passive Means EnlOth EnlTotSpace,NW
499,G,Strong Power Active SocRel IAVPositiv Pstv Strong Virtue MeansLwNegativ Ngtv Hostile POLIT Role HU PowCon PowTotPassive Arousal EMOTStrong EVAL Quality,NW
500,G,Positiv Pstv Strong Active Virtue SklOth SklTOTPositiv Know PerceivLegal Role HU SklPt SklTOTPositiv Eval@ Quality IndAdjObject ComnObj,NW
501,G,Strong ECON CompletWork IAVObject ToolPositiv Pstv Virtue EVAL WltOth WltTotNegativ Ngtv Hostile Strong Active SocRel IAV PowLoss PowTotStrong Space IAV PosAffSpace,NW
502,G,Positiv Pstv Affil Strong Active Role HUSpaceNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossSpace,NW
503,G,Positiv Pstv Virtue Undrst EVAL EndsLwNegativ Hostile Active IPadjPositiv Strong VirtuePositiv Pstv Passive VirtueQualityPositiv Affil Strong IndAdj,NW
504,G,CausalPositiv Pstv Strong Active Virtue TrnGain,NW
505,G,Negativ Ngtv Passive Need EndsLwActive Try IAV TranLwABS DIST Space TimeSpcPassive Goal EnlOth EnlTot,NW
506,G,Positiv Pstv Strong Goal MeansLwNegativ Ngtv Weak Active Fail DAVStrong ComForm EnlOth EnlTot FormLwBodyPt WlbPhys WlbTotPower ComForm COM FormLwPassive Quan TimeSpc,NW
507,G,Strong Power Econ@ Role HU WltPt WltTotSpace TimeSpc,NW
508,G,Strong Power Econ@ ECON Role HU SklPt SklTOTPositiv Causal IndAdjStrong Active Exert IAV TranLwEcon@ Means SklOth SklTOT,NW
509,CB,Solve IAVQualityStrong Power Econ@ Role HU WltPt WltTot,NW
510,CB,QualityStrong Work DAV PowOth PowTotPower ComForm EnlGain EnlTotSpace POS PowCoop PowTotAcadem Doctrin EnlOth EnlTotABS DIST Space TimeSpcStrong Active Rel IAVSubmit Passive Role HU,NW
511,CB,Passive Arousal EMOTSubmit Passive Role HUPassive Goal EnlOth EnlTotECON Exprsv RitualPositiv Nonadlt IndAdjSpaceECON Exprsv Ritual,NW
512,CB,Strong Active Complet IAV TrnGainCausal IfNegativ Ngtv Hostile Strong BodyPtHostile SocRelPositiv Nonadlt IndAdjVary IAV TranLwNegativ Ngtv Weak Passive Vice EndsLw,NW
513,CB,ComForm IAV RspOth RspTotSubmit Passive Role HUStrong Active Complet IAV TrnGain,NW
514,CB,Legal Role HU SklPt SklTOTSpaceEcon@ ECON ComForm COM FormLwKnow EnlGain EnlTotRitualBodyPtPositiv Econ@ Quan WltOth WltTotPositiv Pstv Strong Virtue MeansLw,NW
515,CB,Undrst Time@ DIM TimeSpcPower Active TravelNegativ Ngtv Weak Active Fail DAV,NW
516,CB,Academ Doctrin Abs@ ABS EnlOth EnlTotNegativ Ngtv Hostile Strong Active Vice PowCon PowTotHostile Vice Legal RcEthic RcTotSolve IAVStrong Active Fall IAVStrong Space,NW
517,CB,Negativ Ngtv Passive Need EndsLwSubmit Passive Role HUNegativ OvrstABS DIST Space TimeSpc,NW
518,G,Strong Active Complet IAV PowGain PowTotStrong SpaceBodyPt,NW
519,G,Positiv Nonadlt IndAdjPositiv Pstv Affil Strong Active Role HUBodyPtHostile Strong Power Active Milit SocRel IAV PowCon PowTotStrong Ovrst Space DIM SureLwSpaceStrong Solve IAV,NW
520,G,QualityStrong Active Role HU SklPt SklTOTSpaceNegativ Ngtv Hostile Power Passive Vice PowOth PowTotStrong IncreasStrong Power Causal PowLoss PowTotNegativ DecreasSpace,NW
521,G,Positiv Nonadlt IndAdjStrong Ovrst Quan SureLwNegativ Ngtv Hostile Power Passive Vice PowOth PowTotMeans,NW
522,G,Strong Solve IAVStrong Work DAV PowOth PowTot,NW
523,G,Positiv NatrPro Know IndAdjStrong Power Causal PowLoss PowTotPositiv Role HU Know,NW
524,G,ECON POLIT NamePositiv Pstv Strong Active Exprsv Begin IAV EndsLwStrong Stay IAVPositiv Nonadlt IndAdjNegativ Ngtv Vice EnlOth EnlTotStrong Active Begin EndsLwPositiv Pstv Active ComForm DAV EnlGain EnlTot,NW
525,G,Negativ Ngtv Strong Active NatrPro PowOth PowTotPositiv Pstv Active ComForm DAV EnlGain EnlTotPower ComForm COM FormLwABS DIST Space TimeSpc,NW
526,G,Strong EVAL QualityBodyPt WlbPhys WlbTotAcadem Doctrin EnlOth EnlTotPositiv Pstv Passive VirtueMeans EndsLwActive Travel TranLw,NW
527,G,Power Active TravelStrong Active Exert IAV TranLwPositiv Affil Strong IndAdj,NW
528,G,Strong ECON CompletArousal EndsLwNegativ Hostile Active Exert IAVSpace,NW
529,G,Negativ Ngtv Weak Passive Pain EMOT AnomieABS DIST Space,NW
530,G,Negativ Ngtv Vice EnlOth EnlTotSpacePositiv Affil Strong Role HU,NW
531,WR,Active Time@Strong Power Active ComForm IAV EnlOth EnlTot,NW
532,WR,Active Goal EndsLwSpaceWeak Submit Milit Role HU PowAuPt PowTotMeansNegativ ComForm PerceivEcon@ ECON ComForm COM FormLwPositiv Feel Arousal Doctrin,NW
533,WR,Strong Active Increas TimeSpcVirtue SklOth SklTOTSolve IAVPositiv Nonadlt IndAdj,NW
534,WR,Positiv Feel IndAdjActive Econ@ Role HU EnlPt EnlTotPositiv Know Perceiv,NW
535,WR,Positiv Nonadlt IndAdjCausal IfPositiv NatrPro Know IndAdjPositiv Pstv Strong Active Exprsv Begin IAV EndsLwPositiv Pstv Active ComForm DAV EnlGain EnlTot,NW
536,WR,Strong Active Complet IAV TrnGainPositiv Pleasur SocRel Eval@ IPadj,NW
537,WR,Positiv Pstv Strong Power Virtue MeansLwStrong Power Active WorkPositiv Eval@ Quality IndAdjABS DIST Space TimeSpcNegativ Ngtv Weak Passive Vice EndsLwActive Academ Try IAV EnlEnds EnlTot,NW
538,WR,Hostile Strong Power Active Milit SocRel IAV PowCon PowTotNegativ Ngtv Passive Need EndsLwStrong Active Complet IAV PowGain PowTotSpace,NW
539,WR,Perceiv IAV EnlOth EnlTotNegativ Ngtv Weak Active Fail DAVStrong Active Exert IAV TranLwWork IAVNegativ Ngtv Passive Need EndsLwIAV RcEthic RcTot,NW
540,WR,Solve IAVHostile Strong Power Active ComForm IAV PowCon PowTotStrong Active Complet IAV TrnGainPassive Goal EnlOth EnlTot,NW
541,EDGE,Causal IfStrong SpaceBodyPtStrong BodyPt PowOth PowTotHostile Strong Power Active Milit SocRel IAV PowCon PowTotECON Exprsv RitualExprsv Role HU PtLw,NW
542,EDGE,Academ Role HU EnlPt EnlTotStrong Power Role HU PowAuPt PowTotNegativ Ngtv Hostile Strong Active Vice PowCon PowTotPositiv Nonadlt IndAdj,NW
543,EDGE,Strong QualityStrong Active Exert IAVStrong Milit Role HU PowAuPt PowTotCausal IfNegativ Ngtv Weak Passive NatrPro WlbPhys WlbTotQuality,NW
544,EDGE,Positiv Pstv Active ComForm DAV EnlGain EnlTotStrong Work DAV PowOth PowTotPositiv Increas IndAdjStrong Power Active ComForm IAV EnlOth EnlTotStrong Solve IAVStrong NatrProPositiv Nonadlt IndAdjPositiv Pstv Strong Virtue Exprsv,NW
545,EDGE,Positiv Pstv Strong Virtue EVAL SklOth SklTOTPower ComForm EnlGain EnlTotSubmit Passive Role HU PowPt PowTotActive TravelPositiv Nonadlt IndAdjObject Food,NW
546,EDGE,Vary TranLwNegativ Work Stay NegateBodyPtWork IAV,NW
547,EDGE,Negativ Ngtv Hostile Strong Power Active SocRel IAV PowLoss PowTotNegativ Ngtv Weak Passive Fall IAV NegAffPositiv Strong Econ@ IncreasStrong Active Fall IAVPositiv Pstv Affil Active Virtue EVAL MeansLwNegativ Ngtv Hostile Strong Active Exert IAV TranLw,NW
548,EDGE,Negativ Ngtv Weak Active Fail DAVMeans WltOth WltTot,NW
549,EDGE,Positiv Nonadlt IndAdjBodyPt WlbPhys WlbTotWeak Submit Passive Rel DAVPositiv Pstv Affil Active Virtue EVAL MeansLwStrong Stay IAVNegativ Ngtv Passive Need EndsLwStrong Space IAV PosAff,NW
550,EDGE,Negativ Ngtv Vice EnlOth EnlTotActive Travel TranLwActive Causal TrnGainStrong Means MeansLwWeak Time@ TimeSpc,NW
551,EDGE,Virtue Ovrst EVALPositiv Pstv Virtue EVAL SklOth SklTOTPositiv Ovrst Quan IndAdjSpaceHostile Role HU PowPt PowTotPassive Goal EnlOth EnlTot,NW
552,OT,Positiv Pstv Virtue EVAL PosAffWeak Submit Passive Rel DAVPositiv Pstv Quality,NW
553,OT,SpaceSpace TimeSpcStrong Power Active SocRel IAVPositiv Pstv Strong Power Virtue RspOth RspTotActive Travel TranLwCausal IfStrong Quan DIMMeans WltOth WltTot,NW
554,OT,Vary TranLwSpaceQualityPositiv Pstv Strong Virtue ExprsvPassive Goal EnlOth EnlTotPositiv Role HU KnowHostile Role HU PowPt PowTot,NW
555,OT,Solve IAVPositiv Strong VirtueSpaceSpace TimeSpcPassive QualityNegativ Hostile Active Exert IAV,NW
556,OT,IAV RcEthic RcTotPositiv Nonadlt IndAdjHostile SocRelPositiv Virtue,NW
557,OT,Positiv Pstv Virtue EVAL PosAffEcon@ ECON Means SklOth SklTOTSpaceNegativ Hostile Active Exert IAVSolve IAV,NW
558,OT,Submit Active ComForm DAV AffGain AffTotPositiv Pstv Ovrst RelStrong Active Rise IAVSpace,NW
559,OT,Strong Active Role HU SklPt SklTOTPositiv Pstv Strong Virtue EndsLwFinishPower Active TravelOurStrong Work DAV PowOth PowTotStrong ECON CompletMeans,NW
560,OT,SpaceQualityPositiv Feel Arousal DoctrinABS DIST SpacePower ComForm COM FormLwHostile Strong Power Active Milit SocRel IAV PowCon PowTotHostile Role HU PowPt PowTot,NW
561,OT,Positiv Pstv Strong Goal MeansLwPositiv Pstv Active Passive Means EnlOth EnlTotObject Tool,NW
562,LB,Virtue Ovrst EVALQualityNegativ Ngtv Strong Active NatrPro PowOth PowTotPositiv Strong VirtueActive Travel TranLwCausal IfQualityBodyPt,NW
563,LB,Positiv Nonadlt IndAdjAcadem Doctrin EnlOth EnlTotStrong Active Travel PowPt PowTot TranLwPassive Goal EnlOth EnlTotObject Food WlbPhys WlbTot,NW
564,LB,Positiv Econ@ Quan WltOth WltTotPositiv Nonadlt IndAdjWork IAVStrong Active Rise IAVArousal EndsLwNegativ Ngtv Role HUPower ECON Polit@ POLIT COLL HU PowAuPt PowTot,NW
565,LB,NatrProPower ComForm EnlGain EnlTotActive Travel EndsLwStrong Power Active ComForm IAV EnlOth EnlTotECON Exprsv RitualOvrst SpaceNegativ Ngtv Hostile Strong Active Vice PowCon PowTotObject Tool,NW
566,LB,Positiv Pstv Active ComForm DAV EnlGain EnlTotNegativ Ngtv Hostile Power Passive Vice PowOth PowTotNegativ Weak Active Fail IAVStrong Complet IAV TrnGain,NW
567,LB,Hostile Role HU PowPt PowTotStrong Power NatrPro,NW
568,LB,Active Quality PowCon PowTotHostile Strong Milit Object Vehicle PowCon PowTotStrong Ovrst Time@ Intrj SureLwSpace TimeSpcObject ToolMeans WltOth WltTotSubmit Passive Role HU,NW
569,LB,QualityStrong Active Complet IAV TrnGainPositiv Nonadlt IndAdjStrong Ovrst Know EVAL SureLw,NW
570,LB,Negativ OvrstPositiv NatrPro Know IndAdjNegativ Ngtv Hostile Strong Active Vice Eval@ IndAdjSpaceNegativ Ngtv Means,NW
571,LB,Strong Active NatrProStrong NatrPro WltOth WltTotCausalNegativ Ngtv Passive Solve IAV EnlLoss EnlTotActive Travel EndsLwActive Time@Active Fall DAV,NW
572,LB,Active TravelECON Exprsv RitualNegativ Ngtv Weak Passive Vice EndsLwPositiv Pstv Virtue EVAL RcEnds RcTotPositiv Pstv Strong Virtue EndsLwStrong Quan DIMPositiv Pstv Affil SocRel IAV AffGain AffTot,NW
573,OT,BodyPtPositiv Pstv Virtue EVAL SklOth SklTOTStrong Active Begin EndsLwNegativ Hostile Active Exert IAV,NW
574,OT,Positiv Pstv Strong Active Virtue SklOth SklTOTQuanNegativ Hostile Active Exert IAVBodyPtStrong Stay IAV,NW
575,OT,Positiv Nonadlt IndAdjStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTotQuality,NW
576,OT,Space TimeSpcNegativ Active Econ@ Fail IAVSpacePositiv Pstv Affil Active Virtue EVAL MeansLwPositiv Pstv Strong Active Exprsv Begin IAV EndsLwStrong Active Travel PowPt PowTot TranLwSpace,NW
577,OT,ABS DIST Space TimeSpcPositiv Feel Arousal DoctrinSpaceActive Travel TranLwComForm COM PowOth PowTot FormLw,NW
578,OT,Active Ritual EndsLwPassive RitualSubmit Role HU EnlPt EnlTotNegativ Ngtv Weak Passive Vice EndsLwStrong Power Active WorkNegativ Ngtv Role HU,NW
579,OT,Ritual,NW
580,OT,Negativ Ngtv Weak Passive Vice EndsLwPositiv Pstv Strong Virtue ExprsvPositiv Strong Virtue EVAL Abs@ ABS MeansLwStrong ECON CompletSolve IAVStrong Active Complet IAV TrnGainComForm IAV RspOth RspTot,NW
581,OT,QualityOvrst QuanTravel IAVSolve IAVQualityStrong Power Econ@ Role HU WltPt WltTotNegativ Hostile Active IPadjSpaceQuality,NW
582,DE,Positiv Pstv Strong Virtue EVAL SklOth SklTOTSpace TimeSpcStrong Ovrst Quan SureLwStrong Virtue EndsLwPositiv Strong NatrPro,NW
583,DE,Positiv Pstv Strong Goal MeansLwStrong Active ECON POLIT Increas EndsLwStrong Active Ovrst PersistPositiv Pstv Strong Active Virtue TrnGainSpace,NW
584,DE,Positiv Pstv Affil Strong Passive Object ComnObj COM EndsLwStrong Virtue EndsLwNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotBodyPt,NW
585,DE,Strong Virtue EndsLwNegativ Ngtv Vice Ovrst EVAL NegAffObject BldgPt TimeSpcActive Econ@ Role HU EnlPt EnlTotNegativ Ngtv Hostile Power Passive Vice PowOth PowTotStrong Active Space PowOth PowTot,NW
586,DE,Negativ Ngtv MeansStrong Power Active WorkIAV RcEthic RcTotQualityActive Econ@ Role HU EnlPt EnlTotNegativ Ngtv Hostile Power Passive Vice PowOth PowTotStrong Active Space PowOth PowTot,NW
587,DE,Negativ Ngtv Hostile POLIT Role HU PowCon PowTotPositiv Pstv Finish,NW
588,DE,Negativ Ngtv Strong Power ViceSpace TimeSpc,NW
589,DE,Strong Ovrst Know EVAL SureLwStrong Active Increas EndsLwMeans,NW
590,DE,Object BldgPtQualityNegativ Ngtv Vice EnlOth EnlTotStrong Virtue EndsLwStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTotNegativ OvrstVirtue Ovrst RcEnds RcTot FormLwWeak Undrst Quan,NW
591,DE,Active Work IAVPositiv Nonadlt IndAdjEcon@ Role HU SklPt SklTOTStrong EVAL QualityStrong Active Role HU SklPt SklTOTStrong Work DAV PowOth PowTotNegativ Ovrst,NW
592,DE,Active Exert Abs@ ABS EndsLwNegativ Ngtv Passive Need EndsLwPerceiv IAV EnlOth EnlTotPower ComForm EnlGain EnlTotSpaceStrong Active Complet IAV PowGain PowTotStrong Means MeansLw,NW
593,DE,Solve IAVStrong Active Fall IAVPositiv Pstv Strong Ovrst Quan WltOth WltTot,NW
594,TE,Strong Power Role HU PowAuPt PowTotNegativ Ngtv Weak Passive Vice EndsLwPositiv Pstv Strong Power Pleasur EMOT Ovrst WlbPsyc WlbTotStrong Work DAV PowOth PowTotMeans WltOth WltTot,W
595,TE,Negativ Weak Passive Feel Need SVStrong Active Rel IAV TrnGainPositiv Pstv Strong Virtue ExprsvPositiv Strong Virtue EVAL Abs@ ABS MeansLwPositiv Pstv Virtue EVAL SklOth SklTOTABS DIST Space TimeSpcStrong Quan DIM,W
596,TE,ComForm DAV EnlGain EnlTotPositiv Strong Virtue EVAL Abs@ ABS MeansLwPositiv Pstv Strong Active NatrPro WlbPhys WlbTotStrong Active Complet IAV TrnGainStrong Quan DIMSubmit Rel IAVActive Travel TranLwSpace,W
597,TE,Active ECON MeansStrong Active Rise IAVWork IAVNegativ Ngtv Hostile Active Virtue PowCon PowTot,W
598,TE,Strong Active Complet IAV TrnGainComForm DAVHostile Strong Power Active Milit SocRel IAV PowCon PowTot,W
599,TE,Strong Virtue EndsLwMeans WltOth WltTotPositiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotPositiv Pstv Strong Virtue ExprsvStrong ECON CompletFinish,W
600,TE,Positiv Pstv Strong Active Virtue TrnGainNegativ Ngtv Passive Need EndsLwIAV RcEthic RcTotComForm COM PowOth PowTot FormLw,W
601,TE,Negativ OvrstQualityAcadem Doctrin EnlOth EnlTotEcon@ ECON ComForm COM FormLw,W
602,TE,Negativ Ngtv Passive Need EndsLwPositiv Know PerceivPositiv Pstv Affil Strong Active Role HUSolve IAVSpaceNegativ Ngtv Weak Passive Fail IAV PowCon PowTot,W
603,TE,Negativ OvrstStrong Active Complet IAV TrnGainPerceiv IAV EnlOth EnlTotFinishIAV RcEthic RcTotEcon@ ECON Means SklOth SklTOTStrong Active Complet IAV PowGain PowTotPositiv Pstv Affil Strong Active Role HUSpaceBodyPtStrong Active Complet IAV TrnGain,W
604,WR,Solve IAVStrong Active Complet IAV TrnGainStrong Active Complet IAV TrnGain,NW
605,WR,Active Space,NW
606,WR,Strong Active Fall IAVNegativ Hostile Active Exert IAVPLACE Aquatic,NW
607,WR,Strong Power Active ComForm IAV EnlOth EnlTotVirtue SklOth SklTOT,NW
608,WR,Positiv Complet QuanStrong Ovrst Space DIM SureLwStrong ComForm EnlOth EnlTot FormLwStrong Active Complet IAV TrnGainStrong Quan DIMStrong Active Complet IAV TrnGainOvrst Time@ TIME TimeSpcStrong Active Fall IAVPositiv Pstv Affil SocRel IAV AffGain AffTotNegativ Ngtv Vice EVAL SklAsth SklTOT,NW
609,WR,Positiv Strong Virtue EVAL Abs@ ABS MeansLwNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotSolve IAV,NW
610,WR,Negativ Ngtv Hostile Strong Active SocRel IAV TrnLoss,NW
611,WR,Space TimeSpcBodyPtStrong Power Causal PowLoss PowTotRitual,NW
612,WR,Solve IAVStrong Active Increas TimeSpcStrong Ovrst Time@ Intrj SureLwABS DIST Space TimeSpcObject Tool,NW
613,WR,Negativ Ngtv Passive Need EndsLwPositiv Pstv Affil Active Virtue RcEthic RcTotNegativ Eval@ Quality IndAdj,NW
614,WR,Negativ Ngtv Weak Active Fail DAVActive Solve IAV EnlGain EnlTotStrong Active Complet IAV TrnGainPerceiv IAV EnlOth EnlTotStrong Active Exert IAV TranLwStrong Active Complet IAV TrnGainStrong Active Rel IAVPositiv Pstv Strong Virtue EndsLw,NW
615,WR,Active Try IAV TranLwPositiv Pstv Virtue Legal PowAuth PowTotStrong SpaceNegativ Ngtv Vice Ovrst EVAL NegAffNegativ Ngtv Vice EVAL SklAsth SklTOT,NW
616,WR,Ovrst QuanActive Travel IAVEcon@ Means SklOth SklTOTStrong Quan TranLwSpaceObject Vehicle,NW
617,WR,Positiv Strong Virtue EVAL Abs@ ABS MeansLwRitualSpacePositiv Strong Active IncreasPositiv Pstv Virtue EVALStrong Active Fall IAV,NW
618,WR,Positiv Pstv Affil SocRel IAV AffGain AffTotObject ToolSpaceSolve IAVPositiv Pstv Strong Passive Perceiv Abs@ ABS EnlOth EnlTotActive Travel IAV TranLwPOLIT Space TimeSpc,NW
619,WR,Power ComForm COM FormLwPositiv Pstv Virtue Econ@ ECON WltOth WltTotSpaceVirtue Ovrst RcEnds RcTot FormLwPositiv Nonadlt IndAdj,NW
620,WR,Space,NW
621,WR,Negativ Ngtv Weak Passive Vice EndsLwPositiv Pstv Affil Active Virtue RcEthic RcTotActive Exert Abs@ ABS EndsLwEcon@ ECON Polit@ POLIT COLL HUSolve IAVPositiv Pstv Passive VirtueMeans EndsLw,NW
622,WR,Positiv Pstv Strong Active Virtue TrnGainPositiv Nonadlt IndAdjPositiv Pstv Strong Active Exprsv Begin IAV EndsLwHostile Strong Power Active ComForm IAV PowCon PowTotStrong Active Complet IAV TrnGain,NW
623,WR,Strong Active Complet IAV TrnGainPositiv Pstv Active ComForm DAV EnlGain EnlTotNegativ Ngtv Passive Need EndsLwPositiv Nonadlt IndAdjSpacePositiv Pstv Strong Virtue EndsLwOvrst Know,NW
624,WR,Space TimeSpc,NW
625,LB,Academ Doctrin EnlOth EnlTotPositiv Nonadlt IndAdjStrong Power Active SocRel IAVEcon@ ECON Polit@ POLIT COLL HU,NW
626,LB,Positiv NatrPro Know IndAdjPassive Perceiv IAV EnlGain EnlTotPositiv Pstv Affil Strong ECON POLIT COLL HU PowAren PowTot,NW
627,LB,Strong EVAL QualitySpaceStrong Active Travel IAV TranLw,NW
628,LB,NatrProVary TranLwActive Travel EndsLwPositiv Pstv Virtue EVAL PosAffPassive Arousal EMOTHostile Role HU PowPt PowTot,NW
629,LB,Positiv Pstv Affil ComForm COM PowCoop PowTot FormLwNegativ Hostile SocRel ExertNegativ Ngtv Weak Passive Vice Abs@ ABS WltTran WltTotCausal IfComForm COM EnlOth EnlTot FormLw,NW
630,LB,Positiv Pstv Strong Power Virtue RspOth RspTotPositiv Pstv Strong Passive Perceiv Abs@ ABS EnlOth EnlTotPositiv Nonadlt IndAdjSpace,NW
631,LB,SpaceNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossEcon@ Means SklOth SklTOTSolve IAVStrong Active Rise IAV,NW
632,LB,Negativ OvrstNegativ Ngtv Passive Need EndsLwPositiv Pstv Strong Active Virtue TrnGain,NW
633,LB,Negativ Ngtv Passive Need EndsLwPositiv Role HU KnowMeans WltOth WltTotPassive PerceivSolve IAV,NW
634,LB,Active Travel EndsLwActive TravelSolve IAVPositiv Strong VirtueRitual,NW
635,LB,Positiv Nonadlt IndAdj,NW
636,WR,Passive Arousal EndsLwStrong Quan DIMPositiv Pstv Passive Pleasur EMOT WlbPsyc WlbTotSpace TimeSpcStrong Active Rel IAV TrnGain,NW
637,WR,Solve IAV,NW
638,WR,Solve IAVStrong Active Complet IAV TrnGainSpaceSpace TimeSpc,NW
639,WR,SpacePositiv Pstv Virtue EVAL SklOth SklTOTObject Tool,NW
640,WR,Ovrst QuanPositiv Pstv Strong Virtue EndsLwSpaceEcon@ ECON ComForm COM FormLwSpaceSpace TimeSpc,NW
641,WR,Active Academ Try IAV EnlEnds EnlTotNegativ Ngtv Role HUStrong Quan DIMNegativ Ngtv Hostile Strong Active Vice Eval@ IndAdjStrong Active Complet IAV TrnGainSpace,NW
642,WR,Negativ Ngtv Role HUPositiv Pstv Virtue EVAL PosAffStrong Active Complet IAV TrnGain,NW
643,WR,Passive PerceivNegativ Ngtv Weak Passive Vice EndsLwPerceiv IAV EnlOth EnlTotStrong Active Ovrst Perceiv SureLwPositiv Pstv Virtue EVAL PosAffPositiv Nonadlt IndAdj,NW
644,WR,Positiv Pleasur EMOT StayPositiv Econ@ Quan WltOth WltTotStrong Means EndsLwSpace TimeSpcHostile Role HU PowPt PowTotNegativ Ngtv Weak Passive Fail IAV PowCon PowTot,NW
645,WR,Negativ Ngtv Weak Passive Vice SklOth SklTOTPositiv Pstv Virtue EVAL SklOth SklTOTNegativ Eval@ Quality IndAdjStrong Work DAV PowOth PowTotPerceiv IAV EnlOth EnlTotNegativ Ngtv Weak Active Fail DAV,NW
646,WR,Strong Active Complet IAV TrnGainPositiv Econ@ Quan WltOth WltTotEcon@ ECON ComForm COM FormLwStrong Active Rel IAV,NW
647,WR,Negativ Ngtv Passive Need EndsLwIAV RcEthic RcTotEcon@ ECON Means SklOth SklTOTFinishActive Academ Try IAV EnlEnds EnlTot,NW
648,LB,Positiv Nonadlt IndAdjPositiv Feel Arousal DoctrinHostile Strong Power Active Milit SocRel IAV PowCon PowTotStrong Ovrst Space DIM SureLwNegativ Hostile Active Exert IAVPositiv Pstv Active Work IAVSpace TimeSpc,W
649,LB,Positiv Nonadlt IndAdj,W
650,LB,NatrProPower ComForm EnlGain EnlTotPositiv Strong VirtueBodyPt,W
651,LB,Academ Doctrin EnlOth EnlTotStrong Active Solve IAV TranLwEcon@ ECON ComForm COM FormLwPositiv Feel Arousal Doctrin,W
652,LB,Hostile Role HU PowPt PowTotNegativ Ngtv Hostile Power Passive Vice PowOth PowTotActive Travel TranLw,W
653,LB,BodyPtBodyPt WlbPhys WlbTotSolve IAVStrong Solve IAV,W
654,LB,Negativ Ngtv Hostile Power Passive Vice PowOth PowTotNegativ Ngtv Passive Need EndsLwVirtue SklOth SklTOT,W
655,LB,Strong Ovrst Time@ Intrj SureLwPassive Goal EnlOth EnlTotNegativ Ngtv Passive Need EndsLwPassive Goal EnlOth EnlTotPositiv Pstv Strong Virtue EndsLwPositiv Feel Arousal Doctrin,W
656,LB,Solve IAVFinishSolve IAVActive Travel,W
657,DE,Active ECON MeansPositiv Pstv Strong Virtue EVAL SklOth SklTOTNegativ Ngtv Hostile Strong Active Role HUPositiv Nonadlt IndAdjWork IAVStrong Active Begin EndsLw,NW
658,DE,Positiv Strong Virtue EVAL Abs@ ABS MeansLwTravel IAVStrong IncreasHostile SocRel,NW
659,DE,Negativ Ngtv Hostile Strong Exert DAV TrnLossHostile Strong Power Active Milit SocRel IAV PowCon PowTotNegativ Hostile Active Exert IAVPositiv Complet QuanHostile Strong Power Active Milit SocRel IAV PowCon PowTotStrong Ovrst Space DIM SureLwOvrst Time@ TIME TimeSpc,NW
660,DE,Ovrst SpaceActive Exert Abs@ ABS EndsLwPower Active Travel,NW
661,DE,Positiv Pstv Strong Active Virtue SklOth SklTOTPositiv NatrPro Know IndAdjPositiv Pstv Active Passive Means EnlOth EnlTotPositiv Strong Virtue EVAL Abs@ ABS MeansLwMeansHostile Role HU PowPt PowTot,NW
662,DE,Active Travel TranLwStrong Quan DIMPositiv Pstv Affil SocRel IAV AffGain AffTotStrong EVAL QualityCausalNegativ Weak Active Fail IAV,NW
663,DE,Negativ Ngtv Weak KnowStrong EVAL QualityABS DIST Space TimeSpcSpaceSpace TimeSpc,NW
664,DE,Negativ Ngtv Weak Passive Vice EndsLwPositiv Strong VirtuePositiv Pstv Strong Active Virtue SklOth SklTOTHostile Role HU PowPt PowTotQualityPositiv Pstv Strong Active Exprsv Begin IAV EndsLwNegativ Hostile Active Exert IAVSpace,NW
665,DE,Weak Undrst FREQ TimeSpcPositiv Feel Arousal DoctrinActive Abs@ ABS SpaceStrong Ovrst Time@ Intrj SureLwPassive Goal EnlOth EnlTot,NW
666,DE,Negativ Ngtv Hostile Strong SocRel IAV TrnLossPower ComForm EnlGain EnlTotStrong Active Travel PowPt PowTot TranLwStrong Active Complet IAV TrnGainActive Ovrst Travel IAV,NW
667,C,Strong SpaceQuanECON POLIT NameStrong Active Solve IAV TranLw,W
668,C,Space TimeSpcActive Work IAVActive Travel TranLwSpace TimeSpcPositiv Pstv Passive Virtue,W
669,C,Active Exert Abs@ ABS EndsLwPositiv Pstv Active ComForm DAV EnlGain EnlTotStrong Power Active SocRel IAVPositiv Pstv Strong Active Virtue TrnGainPositiv Feel Arousal DoctrinABS DIST Space TimeSpcBodyPtPositiv Pstv Affil Strong Active Role HU,W
670,C,Strong Power Active ComForm IAV EnlOth EnlTotLegal Role HU SklPt SklTOTPositiv Pstv Active ComForm DAV EnlGain EnlTotStrong Active Rise IAVSpaceQualityStrong Active Exert IAV TranLwPositiv Pstv Virtue EVAL SklOth SklTOTNegativ Hostile Active Exert IAV,W
671,C,BodyPt WlbPhys WlbTotPositiv Pstv Virtue Undrst EVAL EndsLwStrong Stay IAVStrong SpacePositiv Affil Strong IndAdj,W
